StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q11,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q112_1,Q112_2,Q112_3,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,Q254_1,Q254_2,Q254_3,Q254_4,Q255_First Click,Q255_Last Click,Q255_Page Submit,Q255_Click Count,Q265_1,Q265_2,Q265_3,Q265_4,Q265_5,Q265_6,Q265_7,Q265_8,Q265_9,Q265_10,Q266_First Click,Q266_Last Click,Q266_Page Submit,Q266_Click Count,Q8,Q9,Q10,Q17,Q17_17_TEXT,Q18,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Random ID
2020-09-13 16:37:02,2020-09-13 16:41:30,IP Address,196.17.66.241,100,268,True,2020-09-13 16:41:31,R_DbZ0f9DzWbuWpqh,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,VGB649,,,,,Agree,Neutral,Agree,,,,,Agree,Neutral,Agree,Neutral,,,,,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,,,,,Male,53,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,North America,,,,,13831
2020-09-13 16:17:10,2020-09-13 16:48:13,IP Address,122.164.83.166,100,1862,True,2020-09-13 16:48:13,R_7aLKDUiVETv64Nz,,,,,13.087799072265625,80.27850341796875,anonymous,EN,XDHM0K,,,,,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Stongly Agree,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Stongly Agree,Agree,Stongly Agree,Stongly Agree,Stongly Agree,Stongly Agree,Agree,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Male,27,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,52010
2020-09-13 16:07:12,2020-09-13 16:48:22,IP Address,72.193.253.53,100,2469,True,2020-09-13 16:48:22,R_3D552BRiOzFXLRr,,,,,36.2158050537109375,-115.06600189208984375,anonymous,EN,SA4WX5,,,,,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Stongly Agree,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Stongly Agree,Strongly Disagree,Stongly Agree,Stongly Agree,Stongly Agree,Strongly Disagree,Stongly Agree,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Male,30,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Central America,,,,,16430
2020-09-13 16:30:12,2020-09-13 16:48:29,IP Address,196.17.65.104,100,1097,True,2020-09-13 16:48:29,R_1gAaLUq1SfeQe1j,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,8YAHGW,,,,,Agree,Agree,Agree,,,,,Agree,Agree,Agree,Agree,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,Male,49,Some College,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,North America,,,,,84146
2020-09-13 16:42:43,2020-09-13 16:53:13,IP Address,199.1.131.92,100,629,True,2020-09-13 16:53:13,R_2SrDBog30S1Cb0k,,,,,38.2281036376953125,-84.86969757080078125,anonymous,EN,2ZJMFN,,,,,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Agree,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,Agree,Strongly Disagree,,,,,Female,37,Bachelor's degree,"Administrative support (e.g., secretary, assistant)",,North America,,,,,79764
2020-09-13 16:34:49,2020-09-13 16:55:07,IP Address,196.17.66.160,100,1217,True,2020-09-13 16:55:07,R_3E0HxZW2M4CAaHv,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,J4F6JG,,,,,Agree,Agree,Agree,,,,,Agree,Agree,Agree,Agree,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,Male,54,Some College,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,73439
2020-09-13 16:53:50,2020-09-13 17:02:53,IP Address,196.17.66.78,100,543,True,2020-09-13 17:02:53,R_1GPRwWyj31pKCHi,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,A7LG85,,,,,Neutral,Agree,Stongly Agree,,,,,Neutral,Agree,Stongly Agree,Agree,,,,,Agree,Stongly Agree,Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,,,,,Male,62,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,28192
2020-09-13 17:02:45,2020-09-13 17:11:19,IP Address,189.5.228.31,100,514,True,2020-09-13 17:11:20,R_3j8ngK703oozqlp,,,,,-21.222503662109375,-47.8238067626953125,anonymous,EN,Y1Z0RC,,,,,Agree,Agree,Agree,,,,,Stongly Agree,Stongly Agree,Stongly Agree,Disagree,,,,,Disagree,Neutral,Agree,Strongly Disagree,Neutral,Disagree,Stongly Agree,Disagree,Disagree,Strongly Disagree,,,,,Male,23,Bachelor's degree,"Skilled labor (e.g., electrician, plumber, carpenter)",,South America,,,,,90590
2020-09-13 17:09:03,2020-09-13 17:15:03,IP Address,196.17.66.63,100,359,True,2020-09-13 17:15:03,R_1OvPMvxzh0geGRz,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,TYW1HT,,,,,Neutral,Agree,Agree,,,,,Neutral,Agree,Agree,Agree,,,,,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,,,,,Male,49,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,69804
2020-09-13 17:13:29,2020-09-13 17:19:52,IP Address,196.17.65.220,100,382,True,2020-09-13 17:19:52,R_24HuWZ9e7A53Mxm,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,CNCJKX,,,,,Agree,Stongly Agree,Agree,,,,,Neutral,Agree,Agree,Stongly Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Agree,Stongly Agree,Agree,Agree,Stongly Agree,,,,,Male,54,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,76311
2020-09-13 17:14:24,2020-09-13 17:21:14,IP Address,196.17.66.204,100,409,True,2020-09-13 17:21:14,R_3PZcVOeswNC1bWl,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,FR7RUW,,,,,Agree,Neutral,Agree,,,,,Agree,Neutral,Agree,Neutral,,,,,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,,,,,Male,53,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,North America,,,,,64539
2020-09-13 17:22:13,2020-09-13 17:27:11,IP Address,73.173.103.253,100,298,True,2020-09-13 17:27:12,R_3J9vj1LKuRJaxac,,,,,39.21240234375,-76.87760162353515625,anonymous,EN,00SHDP,,,,,Stongly Agree,Stongly Agree,Agree,,,,,Agree,Agree,Agree,Stongly Agree,,,,,Neutral,Strongly Disagree,Stongly Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,,,,,Male,26,Bachelor's degree,Other,Full time MTurk,North America,,,,,66288
2020-09-13 17:17:44,2020-09-13 17:30:26,IP Address,68.40.14.82,100,761,True,2020-09-13 17:30:26,R_3IVboU2CC7Kyw25,,,,,42.412200927734375,-83.0547027587890625,anonymous,EN,6KAAD3,,,,,Stongly Agree,Stongly Agree,Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,,,,,Stongly Agree,Strongly Disagree,Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,,,,,Male,24,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,25490
2020-09-13 17:19:07,2020-09-13 17:30:47,IP Address,67.172.52.203,100,699,True,2020-09-13 17:30:47,R_2q8kMIqwSNoDRf4,,,,,41.4355010986328125,-79.690399169921875,anonymous,EN,OQFQRN,,,,,Disagree,Neutral,Disagree,,,,,Agree,Agree,Agree,Agree,,,,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,,,,,Male,33,Bachelor's degree,Unemployed,,North America,,,,,57929
2020-09-13 17:53:01,2020-09-13 17:58:14,IP Address,71.63.47.189,100,313,True,2020-09-13 17:58:15,R_VVxafxki5kcpUR3,,,,,37.339202880859375,-77.41750335693359375,anonymous,EN,5UJK8Q,,,,,Neutral,Neutral,Neutral,,,,,Stongly Agree,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,,,,,Female,47,Associate's degree,"Legal (e.g., lawyer, law clerk)",,North America,,,,,36944
2020-09-13 17:54:38,2020-09-13 18:01:02,IP Address,196.17.66.59,100,383,True,2020-09-13 18:01:02,R_3kMxxoc2lcEGrLH,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,YPB9W8,,,,,Agree,Agree,Agree,,,,,Agree,Agree,Agree,Agree,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,Male,48,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,54127
2020-09-13 17:57:34,2020-09-13 18:01:52,IP Address,162.40.212.161,100,258,True,2020-09-13 18:01:52,R_AMWfOWILtKyeMVP,,,,,29.837799072265625,-82.6128997802734375,anonymous,EN,G6GEYG,,,,,Agree,Stongly Agree,Agree,,,,,Stongly Agree,Stongly Agree,Agree,Agree,,,,,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,,,,,Male,34,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,53486
2020-09-13 17:42:07,2020-09-13 18:11:56,IP Address,122.174.144.137,100,1788,True,2020-09-13 18:11:56,R_1qaJbxN6v2T3PrC,,,,,9.9398956298828125,76.26019287109375,anonymous,EN,2UXNO7,,,,,Stongly Agree,Agree,Stongly Agree,,,,,Stongly Agree,Agree,Stongly Agree,Agree,,,,,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Stongly Agree,Agree,Stongly Agree,,,,,Female,21,Bachelor's degree,"Scientist (e.g., researcher, professor)",,North America,,,,,28464
2020-09-13 17:56:20,2020-09-13 18:13:29,IP Address,73.223.196.37,100,1029,True,2020-09-13 18:13:29,R_3QPj7XB9J4m1l1O,,,,,37.770294189453125,-122.440704345703125,anonymous,EN,CQ532L,,,,,Agree,Agree,Stongly Agree,,,,,Agree,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Neutral,Strongly Disagree,Stongly Agree,Strongly Disagree,Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,Agree,Strongly Disagree,,,,,Male,34,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,81595
2020-09-13 18:12:28,2020-09-13 18:17:02,IP Address,174.65.81.86,100,273,True,2020-09-13 18:17:02,R_3dKW4Z6g3RTBtPT,,,,,32.8123016357421875,-116.91719818115234375,anonymous,EN,L44I22,,,,,Agree,Agree,Agree,,,,,Agree,Agree,Agree,Agree,,,,,Disagree,Disagree,Stongly Agree,Disagree,Agree,Disagree,Stongly Agree,Disagree,Agree,Disagree,,,,,Male,41,Some College,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,26845
2020-09-13 18:06:26,2020-09-13 18:20:41,IP Address,204.191.189.222,100,854,True,2020-09-13 18:20:41,R_UR8Zo0Rdo1ASoBH,,,,,53.5482025146484375,-113.43180084228515625,anonymous,EN,PIRH32,,,,,Stongly Agree,Stongly Agree,Agree,,,,,Agree,Agree,Agree,Agree,,,,,Agree,Strongly Disagree,Neutral,Strongly Disagree,Stongly Agree,Neutral,Stongly Agree,Stongly Agree,Stongly Agree,Strongly Disagree,,,,,Male,28,Bachelor's degree,Student,,North America,,,,,89423
2020-09-13 18:04:20,2020-09-13 18:21:12,IP Address,122.174.241.237,100,1012,True,2020-09-13 18:21:12,R_22Yo1JRvGrjmgAH,,,,,13.087799072265625,80.27850341796875,anonymous,EN,Y52AGB,,,,,Stongly Agree,Agree,Stongly Agree,,,,,Stongly Agree,Agree,Stongly Agree,Agree,,,,,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,,,,,Male,27,Graduate degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,55161
2020-09-13 17:57:15,2020-09-13 18:24:48,IP Address,196.17.64.247,100,1652,True,2020-09-13 18:24:48,R_1OOlkhOHR8Ihg6j,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,IPOG24,,,,,Agree,Neutral,Agree,,,,,Agree,Neutral,Agree,Neutral,,,,,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Stongly Agree,Agree,Neutral,,,,,Male,46,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,South America,,,,,68785
2020-09-13 18:15:22,2020-09-13 18:26:42,IP Address,196.17.67.133,100,680,True,2020-09-13 18:26:42,R_2WBSeBQAK8zq8vs,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,3X78GT,,,,,Stongly Agree,Agree,Stongly Agree,,,,,Stongly Agree,Agree,Stongly Agree,Stongly Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Agree,Stongly Agree,Agree,,,,,Male,49,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,South America,,,,,62151
2020-09-13 18:25:10,2020-09-13 18:29:10,IP Address,196.17.65.65,100,240,True,2020-09-13 18:29:11,R_25T8Lj7jKPopBEz,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,S6LNAZ,,,,,Agree,Stongly Agree,Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,,,,,Male,62,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,South America,,,,,11758
2020-09-13 18:25:53,2020-09-13 18:32:13,IP Address,196.17.64.171,100,379,True,2020-09-13 18:32:13,R_3fCU497x4SGSBMS,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,99QSRI,,,,,Agree,Neutral,Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,,,,,Female,44,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,South America,,,,,87535
2020-09-13 18:17:04,2020-09-13 18:33:04,IP Address,196.17.67.158,100,959,True,2020-09-13 18:33:04,R_3k6t74qb46jaTgx,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,889Y0P,,,,,Stongly Agree,Agree,Agree,,,,,Neutral,Stongly Agree,Neutral,Agree,,,,,Agree,Agree,Agree,Stongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,,,,,Male,49,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,96162
2020-09-13 18:34:13,2020-09-13 18:37:34,IP Address,196.17.65.163,100,200,True,2020-09-13 18:37:34,R_0Bt93aC7JZgkniV,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,XRBRW3,,,,,Agree,Agree,Stongly Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,,,,,Agree,Stongly Agree,Agree,Agree,Stongly Agree,Neutral,Stongly Agree,Stongly Agree,Agree,Stongly Agree,,,,,Male,50,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,50683
2020-09-13 18:21:42,2020-09-13 18:40:04,IP Address,171.61.252.168,100,1102,True,2020-09-13 18:40:05,R_ctZCRCvinB1ss6Z,,,,,13.087799072265625,80.27850341796875,anonymous,EN,SPGS0T,,,,,Stongly Agree,Agree,Stongly Agree,,,,,Stongly Agree,Agree,Stongly Agree,Agree,,,,,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,Stongly Agree,Agree,,,,,Female,27,Graduate degree,"Art, writing, or journalism (e.g., author, reporter, sculptor)",,North America,,,,,33702
2020-09-13 18:34:24,2020-09-13 18:42:27,IP Address,187.155.108.88,100,483,True,2020-09-13 18:42:27,R_2tnegdmLx6iX3M5,,,,,20.9907989501953125,-86.93920135498046875,anonymous,EN,PCKH3K,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,Agree,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Disagree,Strongly Disagree,Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,,,,,Male,28,Some High School,"Art, writing, or journalism (e.g., author, reporter, sculptor)",,North America,,,,,22877
2020-09-13 18:55:22,2020-09-13 18:57:15,IP Address,198.228.83.73,100,112,True,2020-09-13 18:57:15,R_2Sw38NTMDvmnM9o,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,(https://faceoff.xyz,,,,,Agree,Agree,Agree,,,,,Strongly Disagree,Disagree,Stongly Agree,Agree,,,,,Strongly Disagree,Disagree,Neutral,Agree,Stongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Stongly Agree,,,,,Male,30,Associate's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,Central America,,,,,64904
2020-09-13 18:38:37,2020-09-13 19:03:01,IP Address,177.37.246.246,100,1464,True,2020-09-13 19:03:02,R_2AXqwLKogszXx2F,,,,,-7.2781982421875,-35.9763031005859375,anonymous,EN,W2M29F,,,,,Neutral,Agree,Neutral,,,,,Neutral,Agree,Agree,Agree,,,,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,,,,,Male,34,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,South America,,,,,49720
2020-09-13 18:57:43,2020-09-13 19:09:17,IP Address,198.228.83.73,100,693,True,2020-09-13 19:09:17,R_1F2pbpis8SQbRIb,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,6A9AEY,,,,,Disagree,Neutral,Agree,,,,,Neutral,Agree,Disagree,Agree,,,,,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,,,,,Male,26,Bachelor's degree,"Education (e.g., teacher)",,South America,,,,,83932
2020-09-13 19:04:51,2020-09-13 19:11:20,IP Address,76.118.230.140,100,388,True,2020-09-13 19:11:20,R_1LTi9wmSECdvKiE,,,,,42.3119964599609375,-71.10810089111328125,anonymous,EN,GWZ2E1,,,,,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Agree,Neutral,Neutral,Agree,,,,,Stongly Agree,Strongly Disagree,Stongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Stongly Agree,Strongly Disagree,Neutral,Strongly Disagree,,,,,Male,22,Bachelor's degree,Student,,North America,,,,,17009
2020-09-13 19:24:03,2020-09-13 19:30:25,IP Address,38.68.50.46,100,381,True,2020-09-13 19:30:25,R_1ims6phtAzmJgO1,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,5YF448,,,,,Agree,Agree,Agree,,,,,Agree,Neutral,Agree,Agree,,,,,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,,,,,Male,26,Bachelor's degree,"Service (e.g., retail clerks, server)",,South America,,,,,20365
2020-09-13 18:53:15,2020-09-13 19:34:11,IP Address,196.17.66.116,100,2455,True,2020-09-13 19:34:11,R_psg8y73NbePOsbT,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,CZKWNU,,,,,Neutral,Agree,Agree,,,,,Neutral,Agree,Agree,Agree,,,,,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,Male,38,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,93765
2020-09-13 19:04:49,2020-09-13 19:37:56,IP Address,73.46.79.2,100,1987,True,2020-09-13 19:37:57,R_WvTAMVx8S39y6A1,,,,,26.0167999267578125,-80.1537017822265625,anonymous,EN,Q3XGDN,,,,,Stongly Agree,Stongly Agree,Stongly Agree,,,,,Stongly Agree,Stongly Agree,Agree,Agree,,,,,Stongly Agree,Neutral,Agree,Stongly Agree,Agree,Neutral,Stongly Agree,Neutral,Agree,Neutral,,,,,Male,26,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,76388
2020-09-13 19:29:53,2020-09-13 19:41:41,IP Address,198.228.138.9,100,707,True,2020-09-13 19:41:41,R_yR4UsEDAY8E9CDL,,,,,34.17120361328125,-118.5186004638671875,anonymous,EN,3GIDCO,,,,,Neutral,Stongly Agree,Agree,,,,,Agree,Neutral,Stongly Agree,Agree,,,,,Agree,Neutral,Stongly Agree,Agree,Stongly Agree,Agree,Agree,Agree,Stongly Agree,Agree,,,,,Male,30,Bachelor's degree,Homemaker,,South America,,,,,74617
2020-09-13 19:42:18,2020-09-13 19:59:49,IP Address,38.68.36.33,100,1050,True,2020-09-13 19:59:49,R_2SqMDiF6E9DIJSw,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,PAN0K6,,,,,Agree,Stongly Agree,Agree,,,,,Agree,Agree,Agree,Agree,,,,,Stongly Agree,Agree,Neutral,Agree,Agree,Stongly Agree,Agree,Agree,Agree,Stongly Agree,,,,,Female,26,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Asia,,,,,58188
2020-09-13 20:00:35,2020-09-13 20:03:18,IP Address,38.68.36.33,100,163,True,2020-09-13 20:03:19,R_XCgcFKrDDuYmM4F,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,FXMQM6,,,,,Agree,Stongly Agree,Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,,,,,Agree,Stongly Agree,Agree,Agree,Neutral,Agree,Agree,Stongly Agree,Agree,Agree,,,,,Female,26,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Asia,,,,,43645
2020-09-13 20:02:34,2020-09-13 20:26:18,IP Address,212.103.48.136,100,1423,True,2020-09-13 20:26:18,R_31RbLw03ccb22rq,,,,,40.7156982421875,-74,anonymous,EN,IT6BZU,,,,,Agree,Agree,Neutral,,,,,Agree,Agree,Agree,Agree,,,,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,,,,,Male,27,Graduate degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,88185
2020-09-13 20:34:35,2020-09-13 20:48:06,IP Address,68.205.14.147,100,810,True,2020-09-13 20:48:06,R_2eXeKpo6TqwT4uD,,,,,28.0608062744140625,-80.67220306396484375,anonymous,EN,W1BN4Z,,,,,Neutral,Agree,Agree,,,,,Agree,Agree,Agree,Neutral,,,,,Neutral,Agree,Stongly Agree,Agree,Stongly Agree,Stongly Agree,Neutral,Agree,Neutral,Agree,,,,,Male,32,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,61364
2020-09-13 21:23:44,2020-09-13 21:29:15,IP Address,177.37.246.246,100,330,True,2020-09-13 21:29:15,R_6kTA42MGiGNRqut,,,,,-7.2781982421875,-35.9763031005859375,anonymous,EN,CWIE2J,,,,,Agree,Neutral,Neutral,,,,,Neutral,Neutral,Neutral,Neutral,,,,,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Male,39,Bachelor's degree,"Administrative support (e.g., secretary, assistant)",,South America,,,,,94577
2020-09-13 21:31:12,2020-09-13 21:33:01,IP Address,73.98.237.221,100,108,True,2020-09-13 21:33:01,R_3MM8P87R3HCKxCD,,,,,40.75,-111.9208984375,anonymous,EN,234569,,,,,Disagree,Agree,Agree,,,,,Disagree,Agree,Agree,Agree,,,,,Disagree,Neutral,Agree,Stongly Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,,,,,Male,40,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,Central America,,,,,92026
2020-09-13 21:24:09,2020-09-13 21:33:05,IP Address,107.185.235.40,100,535,True,2020-09-13 21:33:05,R_2YEQX37jQQb6AL3,,,,,33.8242034912109375,-118.26800537109375,anonymous,EN,www.quora .com,,,,,Agree,Stongly Agree,Agree,,,,,Agree,Stongly Agree,Agree,Agree,,,,,Agree,Neutral,Agree,Stongly Agree,Agree,Agree,Stongly Agree,Agree,Agree,Stongly Agree,,,,,Female,35,Bachelor's degree,"Service (e.g., retail clerks, server)",,South America,,,,,87009
2020-09-13 21:25:43,2020-09-13 21:33:43,IP Address,189.124.214.112,100,480,True,2020-09-13 21:33:43,R_1jj0tox0ippAPKg,,,,,-5.8101043701171875,-35.2266998291015625,anonymous,EN,GTZQY0,,,,,Strongly Disagree,Neutral,Neutral,,,,,Agree,Agree,Stongly Agree,Agree,,,,,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Neutral,Agree,Disagree,,,,,Male,25,Graduate degree,"Scientist (e.g., researcher, professor)",,South America,,,,,32469
2020-09-13 21:29:33,2020-09-13 21:35:34,IP Address,157.50.88.37,100,360,True,2020-09-13 21:35:34,R_2CEy0BPWl9meZAR,,,,,13.087799072265625,80.27850341796875,anonymous,EN,DUT1OD,,,,,Agree,Stongly Agree,Stongly Agree,,,,,Agree,Neutral,Stongly Agree,Stongly Agree,,,,,Stongly Agree,Agree,Agree,Stongly Agree,Stongly Agree,Agree,Agree,Agree,Stongly Agree,Stongly Agree,,,,,Female,28,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,Asia,,,,,73465
2020-09-13 21:30:34,2020-09-13 21:37:39,IP Address,122.174.232.161,100,424,True,2020-09-13 21:37:39,R_1LOse43WEPVgWFo,,,,,13.087799072265625,80.27850341796875,anonymous,EN,EMF1F9,,,,,Stongly Agree,Agree,Agree,,,,,Stongly Agree,Agree,Stongly Agree,Agree,,,,,Stongly Agree,Agree,Neutral,Agree,Stongly Agree,Agree,Neutral,Agree,Stongly Agree,Agree,,,,,Female,29,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,Asia,,,,,21651
2020-09-13 21:39:53,2020-09-13 21:44:32,IP Address,122.164.83.175,100,279,True,2020-09-13 21:44:32,R_2WIObzeGejBRWom,,,,,13.087799072265625,80.27850341796875,anonymous,EN,NQEGEN,,,,,Stongly Agree,Agree,Stongly Agree,,,,,Agree,Stongly Agree,Agree,Stongly Agree,,,,,Stongly Agree,Agree,Neutral,Agree,Stongly Agree,Agree,Neutral,Agree,Agree,Stongly Agree,,,,,Female,30,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,Asia,,,,,74773
